Resumen de incidencia;Horas registradas;Fecha de trabajo;Fecha;Hora Registro;Hasta;Cliente;Descripción del Trabajo;Clave Padre
Marketo | Integración portal AEM con eventos de Mkto;0,5;2025-06-03 08:15;2025-06-03;08:15;8:45;IE;Revisión solicitud Anderson;IE70-4
Refinamiento propuesta de formularios;0,5;2025-06-03 09:00;2025-06-03;09:00;9:30;IE;"IE70-359 | Ajuste de documento para reglas de filtrado y respuesta a cliente - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 257 073 695 627 3
Código de acceso: 4t8oE2MJ
________________________________
Para org";IE70-358
Reuniones con cliente ad-hoc;0,5;2025-06-03 09:30;2025-06-03;09:30;10:00;IE;"Impacto solución cierre oportunidad - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-7
Reuniones con cliente ad-hoc;1;2025-06-03 10:00;2025-06-03;10:00;11:00;IE;"Revisión integración marketo - CRM - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro

Buenas tardes.

La muevo ya que se solapa con la reunión que h";IE70-7
Revision de sincronizacion Marketo & Dynamics;2,75;2025-06-03 11:00;2025-06-03;11:00;13:45;IE;"Coordinación en planificación hitos Adobe Custom Objects y validación solución Landings & Data Layer - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Por favor hacer extensible esta convocatoria a quién consideré";IE70-4
Refinamiento propuesta de formularios;1,75;2025-06-03 14:15;2025-06-03;14:15;16:00;IE;"IE70-359 | Ajuste de documento para reglas de filtrado y respuesta a cliente - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 279 654 641 537 1
Código de acceso: vg6iA65D
________________________________
Para org";IE70-358
Reuniones con cliente ad-hoc;0,5;2025-06-03 17:45;2025-06-03;17:45;18:15;IE;Revisión change request solicitado por Minsait para target y cdp;IE70-7
Marketo | Revisar la integración entre Zapier y Marketo para validar automatizaciones y garantizar el correcto traspaso de datos entre plataformas 75%;0,5;2025-06-04 06:00;2025-06-04;06:00;6:30;IE;Pruebas zappier;IE70-4
Revision de sincronizacion Marketo & Dynamics;0,5;2025-06-04 06:30;2025-06-04;06:30;7:00;IE;Revisión campos sincronizados;IE70-4
Sesión Minsait;1,5;2025-06-04 07:00;2025-06-04;07:00;8:30;IE;"Continuación temas Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-346
Sesión Minsait;1,25;2025-06-04 08:30;2025-06-04;08:30;9:45;IE;"IE HERA - CR landings y formularios - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-331
IE-Planning;0,25;2025-06-04 09:45;2025-06-04;09:45;10:00;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
Prueba addon AEM;1;2025-06-04 10:00;2025-06-04;10:00;11:00;IE;"IE | Pruebas Landings (Interna) - El objetivo de esta reunion es revisar toda la integración entre Marketo y AEM para Landings y para AEM Assets.
La idea es que de aquí salgan next steps con fechas claras para añadirlas al project.

_____________________________________________________";IE70-331
Marketo | Integración servicio GDPR con Marketo;0,25;2025-06-04 11:45;2025-06-04;11:45;12:00;IE;Revisión pendientes para integración;IE70-4
IE-Planning;1;2025-06-04 12:00;2025-06-04;12:00;13:00;IE;Sesión Dani;IE70-7
Solución duplicados;1;2025-06-04 14:00;2025-06-04;14:00;15:00;IE;"IE | Soluciones duplicados en Dynamics - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 269 262 675 636 7
Passcode: 3Ra3KB2P
________________________________
For organizers: Meeting options
___";IE70-346
IE-Daily;0,25;2025-06-05 08:00;2025-06-05;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
All | Revisión change request;1;2025-06-05 08:15;2025-06-05;08:15;9:15;IE;"IE | Estimación CR - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 220 544 102 740 2
Código de acceso: Ej2vL24Y
________________________________
Para organiza";IE70-4
Sesión Minsait;0,25;2025-06-05 09:15;2025-06-05;09:15;9:30;IE;"Continuación integración Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-346
Solución duplicados;0,5;2025-06-05 09:30;2025-06-05;09:30;10:00;IE;Sesión Dayana;IE70-346
Solución duplicados;0,5;2025-06-05 10:00;2025-06-05;10:00;10:30;IE;"IE | Dudas CDP - ________________________________
From: Andrea Castillo <andrea.castillo@omni.pro>
Sent: Thursday, June 5, 2025 6:40:57 AM (UTC-05:00) Bogota, Lima, Quito, Rio Branco
To: Andrea Castillo <andrea.castillo@omni.pro>; Dayana Velez Mazuera <dayana.velez@o";IE70-346
Solución duplicados;0,5;2025-06-05 10:30;2025-06-05;10:30;11:00;IE;Sesión Rafa;IE70-346
Reuniones con cliente ad-hoc;2;2025-06-05 11:00;2025-06-05;11:00;13:00;IE;"HERA: Revisión interna CRM - Adobe - AEM - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro

Por favor, reenviad a quienes consideréis oportuno.
___________";IE70-7
Marketo | Integración portal AEM con eventos de Mkto;0,5;2025-06-05 14:00;2025-06-05;14:00;14:30;IE;Ajuste eventos mariela;IE70-4
Marketo | Integración portal AEM con eventos de Mkto;0,5;2025-06-05 14:30;2025-06-05;14:30;15:00;IE;Ejemplo de como aplicar estilos forms Marketo para Minsait;IE70-4
Revisión labels GDPR;0,75;2025-06-05 16:00;2025-06-05;16:00;16:45;IE;"IE70-439 | Revision de GDPR - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 260 230 561 917 3
Código de acceso: Bb98n9fq
________________________________
Para org";IE70-424
Marketo | Revisar la integración entre Zapier y Marketo para validar automatizaciones y garantizar el correcto traspaso de datos entre plataformas 75%;1,25;2025-06-05 16:45;2025-06-05;16:45;18:00;IE;Prueba ingesta de contactos a Marketo mediante un rawhook de zappier;IE70-4
IE-Daily;1;2025-06-06 08:00;2025-06-06;08:00;9:00;IE;"IE | Sync Shamir - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 222 924 261 992 7
Passcode: eP3Bc3xP
________________________________
For organizers: Meeting options
___";IE70-7
Solución duplicados;1,5;2025-06-06 09:30;2025-06-06;09:30;11:00;IE;IE70 - Revisión email duplicados;IE70-346
Diseño Eventos;2,25;2025-06-06 11:00;2025-06-06;11:00;13:15;IE;"IE | Sync Shamir - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 222 987 146 579 7
Passcode: Zs7ER7aC
________________________________
For organizers: Meeting options
___";IE70-345
Validación datos capturados en Hubspot;0,75;2025-06-06 13:15;2025-06-06;13:15;14:00;IE;Se validan campos recibidos en cada form;IE70-423
Diseño propuesta integración eventos por API;0,5;2025-06-06 17:00;2025-06-06;17:00;17:30;IE;Pruebas propuesta integración forms;IE70-331
Diseño propuesta integración eventos por API;3,0;2025-06-06 19:45;2025-06-06;19:45;22:45;IE;Se ajusta el sandbox de Marketo a la nueva propuesta, se actualiza documentación, se envian correos, se notifica equipo Minsait, se dejan ejemplos.;IE70-331
Validación enlaces alta/baja clausulas en sistema GDPR;1,0;2025-06-06 22:45;2025-06-06;22:45;23:45;IE;Se valida la información proporcionada para GDPR, se evidencia que falta documentación por tanto se le solicita al IE;IE70-424
Marketo | Integración servicio GDPR con Marketo;1,5;2025-06-09 10:00;2025-06-09;10:00;11:30;IE;Revisión correos y modelo datos forms zappier;IE70-4
Revision de sincronizacion Marketo & Dynamics;1,5;2025-06-09 11:30;2025-06-09;11:30;13:00;IE;Respuesta correos, revisión modelo datos CRM y Marketo;IE70-4
Revision de sincronizacion Marketo & Dynamics;1;2025-06-09 13:00;2025-06-09;13:00;14:00;IE;Ajuste documento dave;IE70-4
Revision de sincronizacion Marketo & Dynamics;1,5;2025-06-10 22:30;2025-06-10;22:30;0:00;IE;Diagramación change request solicitado por Minsait de acuerdo a lo discutido con David y Andres;IE70-4
Solución duplicados;1,0;2025-06-11 00:00;2025-06-11;00:00;1:00;IE;Sesión con Andrea para ver prblematica;IE70-346
Revision de sincronizacion Marketo & Dynamics;0,75;2025-06-11 17:45;2025-06-11;17:45;18:30;IE;Respuesta consultas sobre problema duplicados Marketo/D365;IE70-4
Revision de sincronizacion Marketo & Dynamics;0,5;2025-06-11 20:00;2025-06-11;20:00;20:30;IE;Seguimiento;IE70-4
Revision de sincronizacion Marketo & Dynamics;0,5;2025-06-12 17:30;2025-06-12;17:30;18:00;IE;Llamada con Andrea;IE70-4
Revision de sincronizacion Marketo & Dynamics;1,5;2025-06-12 18:00;2025-06-12;18:00;19:30;IE;Seguimeinto tareas asociadas como modelo de datos, sincronización;IE70-4
IE-Daily;0,25;2025-06-17 08:00;2025-06-17;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________
From: Diana Buitrago Estrada <diana.buitrago@omni.pro>
Sent: Tuesday, April 8, 2025 2:46:43 PM (UTC+01:00) Brussels, Copenhagen, Madrid, Paris
To: Diana Buitrago Estrada <diana.buitrago@omni.pro>; Andrea Castillo <and";IE70-7
Sesión interna;0,25;2025-06-17 08:15;2025-06-17;08:15;8:30;IE;Sesión con Andre;IE70-346
Marketo | Poc base de datos one shot que solo se pueden impactar una vez;0,5;2025-06-17 08:30;2025-06-17;08:30;9:00;IE;"IE | Base de datos aislada Marketo - ________________________________
From: Andrea Castillo <andrea.castillo@omni.pro>
Sent: Monday, June 16, 2025 4:09:00 PM (UTC+01:00) Brussels, Copenhagen, Madrid, Paris
To: Nilka Solis <nilka.solis@omni.pro>
Subject: IE | Base de datos aislada Marke";IE70-4
Reuniones con cliente ad-hoc;0,5;2025-06-17 11:00;2025-06-17;11:00;11:30;IE;"HERA: Revisión interna CRM - Adobe - AEM - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro

Por favor, reenviad a quienes consideréis oportuno.
___________";IE70-7
Marketo | Integración portal AEM con eventos de Mkto;0,5;2025-06-17 11:30;2025-06-17;11:30;12:00;IE;IE70 | Sesión Andres;IE70-4
Marketo | Revisar la integración entre Zapier y Marketo para validar automatizaciones y garantizar el correcto traspaso de datos entre plataformas 75%;1,75;2025-06-17 17:30;2025-06-17;17:30;19:15;IE;Revisión correos pendientes relacionados a Zapier;IE70-4
Marketo | Integración portal AEM con eventos de Mkto;0,3;2025-06-17 19:15;2025-06-17;19:15;19:30;IE;Revisión problema eventos sin tokens;IE70-4
Sesión Minsait;0,5;2025-06-18 08:00;2025-06-18;08:00;8:30;IE;"Llamada API - duplicado contactos - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-480
Sesión Adobe;0,5;2025-06-18 08:30;2025-06-18;08:30;9:00;IE;"Revisión Contactos Duplicados - IE - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Revisión Contactos Duplicados - IE
Unirme con Google Meet: Al";IE70-480
Sesión interna;1;2025-06-18 09:00;2025-06-18;09:00;10:00;IE;"IE70-382 | Forms de Marketo - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 296 094 287 950 7
Passcode: tp9Hz7zX
________________________________
For organizers: Meeting options
___";IE70-331
Revision de sincronizacion Marketo & Dynamics;0,5;2025-06-18 11:30;2025-06-18;11:30;12:00;IE;"IE | Sync  - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 221 064 635 888 5
Passcode: uq7CB9FZ
________________________________
For organizers: Meeting options
___";IE70-4
Marketo | Integración portal AEM con eventos de Mkto;0,5;2025-06-18 12:00;2025-06-18;12:00;12:30;IE;Sesión con Cristian y Andrea para ver estimación desarrollo para limite registros evento;IE70-4
Marketo | Integración portal AEM con eventos de Mkto;1,0;2025-06-18 19:00;2025-06-18;19:00;20:00;IE;IE | Diagramas Andrea para App Builder;IE70-4
Marketo | Integración servicio GDPR con Marketo;1,0;2025-06-18 20:00;2025-06-18;20:00;21:00;IE;IE | Documentación GDPR y endpoints;IE70-4
PPT Casuísticas para el IE;2,25;2025-06-19 08:45;2025-06-19;08:45;11:00;IE;Revisión grabaciones y casos presentados;IE70-331
Reuniones con cliente ad-hoc;0,5;2025-06-19 11:00;2025-06-19;11:00;11:30;IE;"HERA: Revisión interna CRM - Adobe - AEM - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro

Por favor, reenviad a quienes consideréis oportuno.
___________";IE70-7
Marketo | Integración portal AEM con eventos de Mkto;0,25;2025-06-19 11:30;2025-06-19;11:30;11:45;IE;Sync con Andrea;IE70-4
PPT Casuísticas para el IE;0,25;2025-06-19 11:45;2025-06-19;11:45;12:00;IE;Ajuste primer ppt;IE70-331
PPT Casuísticas para el IE;0,25;2025-06-19 12:30;2025-06-19;12:30;12:45;IE;Ajuste primer ppt;IE70-331
PPT Casuísticas para el IE;1,8;2025-06-19 19:00;2025-06-19;19:00;20:45;IE;Modificación todas las pptes de los casos de uso de integración del catálogo con los forms, además de identificar problemas de conceptos que se están presentando desde Minsait;IE70-331
PPT Casuísticas para el IE;0,5;2025-06-20 08:00;2025-06-20;08:00;8:30;IE;"IE | Forms - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 263 987 922 108 4
Passcode: E83M8G3d
________________________________
For organizers: Meeting options
___";IE70-331
